drug_name,category
ravulizumab,Selective immunosuppressants
upadacitinib,Selective immunosuppressants
filgotinib,Selective immunosuppressants
itacitinib,Selective immunosuppressants
inebilizumab,Selective immunosuppressants
etanercept,Tumor necrosis factor alpha (TNF-alpha) inhibitors
infliximab,Tumor necrosis factor alpha (TNF-alpha) inhibitors
afelimomab,Tumor necrosis factor alpha (TNF-alpha) inhibitors
adalimumab,Tumor necrosis factor alpha (TNF-alpha) inhibitors
certolizumab pegol,Tumor necrosis factor alpha (TNF-alpha) inhibitors
golimumab,Tumor necrosis factor alpha (TNF-alpha) inhibitors
opinercept,Tumor necrosis factor alpha (TNF-alpha) inhibitors
daclizumab,Interleukin inhibitors
basiliximab,Interleukin inhibitors
anakinra,Interleukin inhibitors
rilonacept,Interleukin inhibitors
ustekinumab,Interleukin inhibitors
tocilizumab,Interleukin inhibitors
canakinumab,Interleukin inhibitors
briakinumab,Interleukin inhibitors
secukinumab,Interleukin inhibitors
siltuximab,Interleukin inhibitors
brodalumab,Interleukin inhibitors
ixekizumab,Interleukin inhibitors
sarilumab,Interleukin inhibitors
sirukumab,Interleukin inhibitors
guselkumab,Interleukin inhibitors
tildrakizumab,Interleukin inhibitors
risankizumab,Interleukin inhibitors
satralizumab,Interleukin inhibitors
ciclosporin,Calcineurin inhibitors
voclosporin,Calcineurin inhibitors
azathioprine,Other immunosuppressants
thalidomide,Other immunosuppressants
lenalidomide,Other immunosuppressants
pirfenidone,Other immunosuppressants
pomalidomide,Other immunosuppressants
dimethyl fumarate,Other immunosuppressants
darvadstrocel,Other immunosuppressants
phenylbutazone,Butylpyrazolidines
mofebutazone,Butylpyrazolidines
oxyphenbutazone,Butylpyrazolidines
clofezone,Butylpyrazolidines
kebuzone,Butylpyrazolidines
sulindac,Acetic acid derivatives and related substances
tolmetin,Acetic acid derivatives and related substances
zomepirac,Acetic acid derivatives and related substances
alclofenac,Acetic acid derivatives and related substances
bumadizone,Acetic acid derivatives and related substances
etodolac,Acetic acid derivatives and related substances
lonazolac,Acetic acid derivatives and related substances
fentiazac,Acetic acid derivatives and related substances
acemetacin,Acetic acid derivatives and related substances
difenpiramide,Acetic acid derivatives and related substances
oxametacin,Acetic acid derivatives and related substances
proglumetacin,Acetic acid derivatives and related substances
ketorolac,Acetic acid derivatives and related substances
aceclofenac,Acetic acid derivatives and related substances
bufexamac,Acetic acid derivatives and related substances
"indometacin, combinations",Acetic acid derivatives and related substances
"diclofenac, combinations",Acetic acid derivatives and related substances
piroxicam,Oxicams
tenoxicam,Oxicams
droxicam,Oxicams
lornoxicam,Oxicams
meloxicam,Oxicams
"meloxicam, combinations",Oxicams
ketoprofen,Propionic acid derivatives
fenoprofen,Propionic acid derivatives
fenbufen,Propionic acid derivatives
benoxaprofen,Propionic acid derivatives
suprofen,Propionic acid derivatives
pirprofen,Propionic acid derivatives
flurbiprofen,Propionic acid derivatives
indoprofen,Propionic acid derivatives
tiaprofenic acid,Propionic acid derivatives
oxaprozin,Propionic acid derivatives
ibuproxam,Propionic acid derivatives
dexibuprofen,Propionic acid derivatives
alminoprofen,Propionic acid derivatives
dexketoprofen,Propionic acid derivatives
naproxcinod,Propionic acid derivatives
"ibuprofen, combinations",Propionic acid derivatives
naproxen and esomeprazole,Propionic acid derivatives
"ketoprofen, combinations",Propionic acid derivatives
naproxen and misoprostol,Propionic acid derivatives
mefenamic acid,Fenamates
tolfenamic acid,Fenamates
flufenamic acid,Fenamates
meclofenamic acid,Fenamates
rofecoxib,Coxibs
valdecoxib,Coxibs
parecoxib,Coxibs
etoricoxib,Coxibs
lumiracoxib,Coxibs
polmacoxib,Coxibs
nabumetone,"Other antiinflammatory and antirheumatic agents, non-steroids"
niflumic acid,"Other antiinflammatory and antirheumatic agents, non-steroids"
azapropazone,"Other antiinflammatory and antirheumatic agents, non-steroids"
glucosamine,"Other antiinflammatory and antirheumatic agents, non-steroids"
glucosaminoglycan polysulfate,"Other antiinflammatory and antirheumatic agents, non-steroids"
proquazone,"Other antiinflammatory and antirheumatic agents, non-steroids"
orgotein,"Other antiinflammatory and antirheumatic agents, non-steroids"
nimesulide,"Other antiinflammatory and antirheumatic agents, non-steroids"
feprazone,"Other antiinflammatory and antirheumatic agents, non-steroids"
diacerein,"Other antiinflammatory and antirheumatic agents, non-steroids"
morniflumate,"Other antiinflammatory and antirheumatic agents, non-steroids"
tenidap,"Other antiinflammatory and antirheumatic agents, non-steroids"
chondroitin sulfate,"Other antiinflammatory and antirheumatic agents, non-steroids"
"avocado and soyabean oil, unsaponifiables","Other antiinflammatory and antirheumatic agents, non-steroids"
"feprazone, combinations","Other antiinflammatory and antirheumatic agents, non-steroids"
phenylbutazone and corticosteroids,Antiinflammatory/antirheumatic agents in combination with corticosteroids
dipyrocetyl and corticosteroids,Antiinflammatory/antirheumatic agents in combination with corticosteroids
acetylsalicylic acid and corticosteroids,Antiinflammatory/antirheumatic agents in combination with corticosteroids
oxycinchophen,Quinolines
sodium aurothiomalate,Gold preparations
sodium aurotiosulfate,Gold preparations
auranofin,Gold preparations
aurothioglucose,Gold preparations
aurotioprol,Gold preparations
penicillamine,Penicillamine and similar agents
bucillamine,Penicillamine and similar agents
etofenamate,"Antiinflammatory preparations, non-steroids for topical use"
felbinac,"Antiinflammatory preparations, non-steroids for topical use"
bendazac,"Antiinflammatory preparations, non-steroids for topical use"
suxibuzone,"Antiinflammatory preparations, non-steroids for topical use"
nifenazone,"Antiinflammatory preparations, non-steroids for topical use"
piketoprofen,"Antiinflammatory preparations, non-steroids for topical use"
esflurbiprofen,"Antiinflammatory preparations, non-steroids for topical use"
capsaicin,Capsaicin and similar agents
zucapsaicin,Capsaicin and similar agents
idrocilamide,Other topical products for joint and muscular pain
tolperisone,Other topical products for joint and muscular pain
alcuronium,Curare alkaloids
tubocurarine,Curare alkaloids
dimethyltubocurarine,Curare alkaloids
suxamethonium,Choline derivatives
pancuronium,Other quaternary ammonium compounds
gallamine,Other quaternary ammonium compounds
vecuronium,Other quaternary ammonium compounds
atracurium,Other quaternary ammonium compounds
hexafluronium,Other quaternary ammonium compounds
pipecuronium bromide,Other quaternary ammonium compounds
doxacurium chloride,Other quaternary ammonium compounds
fazadinium bromide,Other quaternary ammonium compounds
rocuronium bromide,Other quaternary ammonium compounds
mivacurium chloride,Other quaternary ammonium compounds
cisatracurium,Other quaternary ammonium compounds
botulinum toxin,"Other muscle relaxants, peripherally acting agents"
phenprobamate,Carbamic acid esters
carisoprodol,Carbamic acid esters
methocarbamol,Carbamic acid esters
styramate,Carbamic acid esters
febarbamate,Carbamic acid esters
"phenprobamate, combinations excl. psycholeptics",Carbamic acid esters
"carisoprodol, combinations excl. psycholeptics",Carbamic acid esters
"methocarbamol, combinations excl. psycholeptics",Carbamic acid esters
"phenprobamate, combinations with psycholeptics",Carbamic acid esters
"carisoprodol, combinations with psycholeptics",Carbamic acid esters
"methocarbamol, combinations with psycholeptics",Carbamic acid esters
chlormezanone,"Oxazol, thiazine, and triazine derivatives"
chlorzoxazone,"Oxazol, thiazine, and triazine derivatives"
"chlormezanone, combinations excl. psycholeptics","Oxazol, thiazine, and triazine derivatives"
"chlorzoxazone, combinations excl. psycholeptics","Oxazol, thiazine, and triazine derivatives"
"chlormezanone, combinations with psycholeptics","Oxazol, thiazine, and triazine derivatives"
"chlorzoxazone, combinations with psycholeptics","Oxazol, thiazine, and triazine derivatives"
orphenadrine (citrate),"Ethers, chemically close to antihistamines"
"orphenadrine, combinations","Ethers, chemically close to antihistamines"
baclofen,Other centrally acting agents
tizanidine,Other centrally acting agents
pridinol,Other centrally acting agents
thiocolchicoside,Other centrally acting agents
mephenesin,Other centrally acting agents
tetrazepam,Other centrally acting agents
cyclobenzaprine,Other centrally acting agents
eperisone,Other centrally acting agents
fenyramidol,Other centrally acting agents
"thiocolchicoside, combinations",Other centrally acting agents
dantrolene,Dantrolene and derivatives
allopurinol,Preparations inhibiting uric acid production
tisopurine,Preparations inhibiting uric acid production
febuxostat,Preparations inhibiting uric acid production
"allopurinol, combinations",Preparations inhibiting uric acid production
probenecid,Preparations increasing uric acid excretion
sulfinpyrazone,Preparations increasing uric acid excretion
benzbromarone,Preparations increasing uric acid excretion
isobromindione,Preparations increasing uric acid excretion
lesinurad,Preparations increasing uric acid excretion
colchicine,Preparations with no effect on uric acid metabolism
cinchophen,Preparations with no effect on uric acid metabolism
urate oxidase,Other antigout preparations
pegloticase,Other antigout preparations
etidronic acid,Bisphosphonates
clodronic acid,Bisphosphonates
pamidronic acid,Bisphosphonates
alendronic acid,Bisphosphonates
tiludronic acid,Bisphosphonates
ibandronic acid,Bisphosphonates
risedronic acid,Bisphosphonates
zoledronic acid,Bisphosphonates
"etidronic acid and calcium, sequential","Bisphosphonates, combinations"
"risedronic acid and calcium, sequential","Bisphosphonates, combinations"
alendronic acid and colecalciferol,"Bisphosphonates, combinations"
"risedronic acid, calcium and colecalciferol, sequential","Bisphosphonates, combinations"
"alendronic acid, calcium and colecalciferol, sequential","Bisphosphonates, combinations"
"alendronic acid and alfacalcidol, sequential","Bisphosphonates, combinations"
risedronic acid and colecalciferol,"Bisphosphonates, combinations"
"zoledronic acid, calcium and colecalciferol, sequential","Bisphosphonates, combinations"
ibandronic acid and colecalciferol,"Bisphosphonates, combinations"
dibotermin alfa,Bone morphogenetic proteins
eptotermin alfa,Bone morphogenetic proteins
ipriflavone,Other drugs affecting bone structure and mineralization
strontium ranelate,Other drugs affecting bone structure and mineralization
denosumab,Other drugs affecting bone structure and mineralization
burosumab,Other drugs affecting bone structure and mineralization
romosozumab,Other drugs affecting bone structure and mineralization
strontium ranelate and colecalciferol,Other drugs affecting bone structure and mineralization
hydroquinine,Quinine and derivatives
"quinine, combinations with psycholeptics",Quinine and derivatives
chymopapain,Enzymes
collagenase clostridium histolyticum,Enzymes
"trypsin, combinations",Enzymes
"chondrocytes, autologous",Other drugs for disorders of the musculo-skeletal system
ataluren,Other drugs for disorders of the musculo-skeletal system
drisapersen,Other drugs for disorders of the musculo-skeletal system
aceneuramic acid,Other drugs for disorders of the musculo-skeletal system
eteplirsen,Other drugs for disorders of the musculo-skeletal system
nusinersen,Other drugs for disorders of the musculo-skeletal system
golodirsen,Other drugs for disorders of the musculo-skeletal system
onasemnogene abeparvovec,Other drugs for disorders of the musculo-skeletal system
risdiplam,Other drugs for disorders of the musculo-skeletal system
palovarotene,Other drugs for disorders of the musculo-skeletal system
diethyl ether,Ethers
vinyl ether,Ethers
halothane,Halogenated hydrocarbons
chloroform,Halogenated hydrocarbons
enflurane,Halogenated hydrocarbons
trichloroethylene,Halogenated hydrocarbons
isoflurane,Halogenated hydrocarbons
desflurane,Halogenated hydrocarbons
sevoflurane,Halogenated hydrocarbons
methohexital,"Barbiturates, plain"
hexobarbital,"Barbiturates, plain"
thiopental,"Barbiturates, plain"
narcobarbital,Barbiturates in combination with other drugs
fentanyl,Opioid anesthetics
alfentanil,Opioid anesthetics
sufentanil,Opioid anesthetics
phenoperidine,Opioid anesthetics
anileridine,Opioid anesthetics
remifentanil,Opioid anesthetics
"fentanyl, combinations",Opioid anesthetics
ketamine,Other general anesthetics
propanidid,Other general anesthetics
alfaxalone,Other general anesthetics
etomidate,Other general anesthetics
propofol,Other general anesthetics
sodium oxybate,Other general anesthetics
nitrous oxide,Other general anesthetics
esketamine,Other general anesthetics
xenon,Other general anesthetics
"nitrous oxide, combinations",Other general anesthetics
metabutethamine,Esters of aminobenzoic acid
chloroprocaine,Esters of aminobenzoic acid
"procaine, combinations",Esters of aminobenzoic acid
"tetracaine, combinations",Esters of aminobenzoic acid
bupivacaine,Amides
mepivacaine,Amides
prilocaine,Amides
butanilicaine,Amides
etidocaine,Amides
articaine,Amides
ropivacaine,Amides
levobupivacaine,Amides
"bupivacaine, combinations",Amides
"lidocaine, combinations",Amides
"mepivacaine, combinations",Amides
"prilocaine, combinations",Amides
"etidocaine, combinations",Amides
"articaine, combinations",Amides
bupivacaine and meloxicam,Amides
cocaine,Esters of benzoic acid
ethyl chloride,Other local anesthetics
dyclonine,Other local anesthetics
morphine,Natural opium alkaloids
hydromorphone,Natural opium alkaloids
nicomorphine,Natural opium alkaloids
oxycodone,Natural opium alkaloids
dihydrocodeine,Natural opium alkaloids
papaveretum,Natural opium alkaloids
oxymorphone,Natural opium alkaloids
hydromorphone and naloxone,Natural opium alkaloids
oxycodone and naloxone,Natural opium alkaloids
oxycodone and naltrexone,Natural opium alkaloids
"dihydrocodeine, combinations",Natural opium alkaloids
"codeine, combinations excl. psycholeptics",Natural opium alkaloids
"codeine, combinations with psycholeptics",Natural opium alkaloids
ketobemidone,Phenylpiperidine derivatives
pethidine,Phenylpiperidine derivatives
"pethidine, combinations excl. psycholeptics",Phenylpiperidine derivatives
"pethidine, combinations with psycholeptics",Phenylpiperidine derivatives
dextromoramide,Diphenylpropylamine derivatives
piritramide,Diphenylpropylamine derivatives
dextropropoxyphene,Diphenylpropylamine derivatives
bezitramide,Diphenylpropylamine derivatives
"methadone, combinations excl. psycholeptics",Diphenylpropylamine derivatives
